index,country,year,sex,age,suicides_no,population,suicides_per_100k_pop,country_year,hdi_for_year,gdp_for_year,gdp_per_capita,generation,continent,average_gdp,average_gdp_per_capita,average_suicides_per_100k_pop
20,Albania,1988,male,25-34 years,5,279900,1.79,Albania1988,,2126000000,769,Boomers,Europe,5211661212.14,1859.05,3.5
21,Albania,1988,female,35-54 years,4,284500,1.41,Albania1988,,2126000000,769,Silent,Europe,5211661212.14,1859.05,3.5
22,Albania,1988,female,5-14 years,0,317200,0.0,Albania1988,,2126000000,769,Generation X,Europe,5211661212.14,1859.05,3.5
23,Albania,1988,male,5-14 years,0,345000,0.0,Albania1988,,2126000000,769,Generation X,Europe,5211661212.14,1859.05,3.5
24,Albania,1989,male,75+ years,2,22500,8.89,Albania1989,,2335124988,833,G.I. Generation,Europe,5211661212.14,1859.05,3.5
25,Albania,1989,male,25-34 years,18,283600,6.35,Albania1989,,2335124988,833,Boomers,Europe,5211661212.14,1859.05,3.5
26,Albania,1989,male,35-54 years,15,318400,4.71,Albania1989,,2335124988,833,Silent,Europe,5211661212.14,1859.05,3.5
27,Albania,1989,male,55-74 years,6,142100,4.22,Albania1989,,2335124988,833,G.I. Generation,Europe,5211661212.14,1859.05,3.5
28,Albania,1989,male,15-24 years,12,323500,3.71,Albania1989,,2335124988,833,Generation X,Europe,5211661212.14,1859.05,3.5
29,Albania,1989,female,35-54 years,7,288600,2.43,Albania1989,,2335124988,833,Silent,Europe,5211661212.14,1859.05,3.5
30,Albania,1989,female,15-24 years,5,299900,1.67,Albania1989,,2335124988,833,Generation X,Europe,5211661212.14,1859.05,3.5
31,Albania,1989,female,25-34 years,2,266300,0.75,Albania1989,,2335124988,833,Boomers,Europe,5211661212.14,1859.05,3.5
32,Albania,1989,female,55-74 years,1,149600,0.67,Albania1989,,2335124988,833,G.I. Generation,Europe,5211661212.14,1859.05,3.5
33,Albania,1989,female,5-14 years,0,321900,0.0,Albania1989,,2335124988,833,Generation X,Europe,5211661212.14,1859.05,3.5
34,Albania,1989,female,75+ years,0,37000,0.0,Albania1989,,2335124988,833,G.I. Generation,Europe,5211661212.14,1859.05,3.5
35,Albania,1989,male,5-14 years,0,349700,0.0,Albania1989,,2335124988,833,Generation X,Europe,5211661212.14,1859.05,3.5
36,Albania,1992,male,35-54 years,12,343800,3.49,Albania1992,,709452584,251,Boomers,Europe,5211661212.14,1859.05,3.5
37,Albania,1992,male,15-24 years,9,263700,3.41,Albania1992,,709452584,251,Generation X,Europe,5211661212.14,1859.05,3.5
38,Albania,1992,male,55-74 years,5,159500,3.13,Albania1992,,709452584,251,Silent,Europe,5211661212.14,1859.05,3.5
39,Albania,1992,male,25-34 years,7,245500,2.85,Albania1992,,709452584,251,Boomers,Europe,5211661212.14,1859.05,3.5
40,Albania,1992,female,15-24 years,7,292400,2.39,Albania1992,,709452584,251,Generation X,Europe,5211661212.14,1859.05,3.5
41,Albania,1992,female,25-34 years,4,267400,1.5,Albania1992,,709452584,251,Boomers,Europe,5211661212.14,1859.05,3.5
42,Albania,1992,female,35-54 years,2,323100,0.62,Albania1992,,709452584,251,Boomers,Europe,5211661212.14,1859.05,3.5
43,Albania,1992,female,55-74 years,1,164900,0.61,Albania1992,,709452584,251,Silent,Europe,5211661212.14,1859.05,3.5
44,Albania,1992,female,5-14 years,0,336700,0.0,Albania1992,,709452584,251,Millenials,Europe,5211661212.14,1859.05,3.5
45,Albania,1992,female,75+ years,0,38700,0.0,Albania1992,,709452584,251,G.I. Generation,Europe,5211661212.14,1859.05,3.5
46,Albania,1992,male,5-14 years,0,362900,0.0,Albania1992,,709452584,251,Millenials,Europe,5211661212.14,1859.05,3.5
47,Albania,1992,male,75+ years,0,23900,0.0,Albania1992,,709452584,251,G.I. Generation,Europe,5211661212.14,1859.05,3.5
48,Albania,1993,male,15-24 years,18,243300,7.4,Albania1993,,1228071038,437,Generation X,Europe,5211661212.14,1859.05,3.5
49,Albania,1993,male,55-74 years,7,165000,4.24,Albania1993,,1228071038,437,Silent,Europe,5211661212.14,1859.05,3.5
50,Albania,1993,male,75+ years,1,24200,4.13,Albania1993,,1228071038,437,G.I. Generation,Europe,5211661212.14,1859.05,3.5
51,Albania,1993,male,25-34 years,9,230100,3.91,Albania1993,,1228071038,437,Boomers,Europe,5211661212.14,1859.05,3.5
52,Albania,1993,female,15-24 years,10,285300,3.51,Albania1993,,1228071038,437,Generation X,Europe,5211661212.14,1859.05,3.5
53,Albania,1993,male,35-54 years,10,350300,2.85,Albania1993,,1228071038,437,Boomers,Europe,5211661212.14,1859.05,3.5
54,Albania,1993,female,25-34 years,7,261800,2.67,Albania1993,,1228071038,437,Boomers,Europe,5211661212.14,1859.05,3.5
55,Albania,1993,female,35-54 years,7,331200,2.11,Albania1993,,1228071038,437,Boomers,Europe,5211661212.14,1859.05,3.5
56,Albania,1993,female,55-74 years,2,169500,1.18,Albania1993,,1228071038,437,Silent,Europe,5211661212.14,1859.05,3.5
57,Albania,1993,female,5-14 years,1,340300,0.29,Albania1993,,1228071038,437,Millenials,Europe,5211661212.14,1859.05,3.5
58,Albania,1993,male,5-14 years,1,367000,0.27,Albania1993,,1228071038,437,Millenials,Europe,5211661212.14,1859.05,3.5
59,Albania,1993,female,75+ years,0,39300,0.0,Albania1993,,1228071038,437,G.I. Generation,Europe,5211661212.14,1859.05,3.5
60,Albania,1994,male,75+ years,2,24600,8.13,Albania1994,,1985673798,697,G.I. Generation,Europe,5211661212.14,1859.05,3.5
61,Albania,1994,male,55-74 years,11,171400,6.42,Albania1994,,1985673798,697,Silent,Europe,5211661212.14,1859.05,3.5
62,Albania,1994,female,75+ years,2,39900,5.01,Albania1994,,1985673798,697,G.I. Generation,Europe,5211661212.14,1859.05,3.5
63,Albania,1994,male,25-34 years,6,231400,2.59,Albania1994,,1985673798,697,Boomers,Europe,5211661212.14,1859.05,3.5
64,Albania,1994,male,35-54 years,9,362800,2.48,Albania1994,,1985673798,697,Boomers,Europe,5211661212.14,1859.05,3.5
65,Albania,1994,male,15-24 years,6,242200,2.48,Albania1994,,1985673798,697,Generation X,Europe,5211661212.14,1859.05,3.5
66,Albania,1994,female,15-24 years,6,282600,2.12,Albania1994,,1985673798,697,Generation X,Europe,5211661212.14,1859.05,3.5
67,Albania,1994,female,25-34 years,4,261100,1.53,Albania1994,,1985673798,697,Boomers,Europe,5211661212.14,1859.05,3.5
68,Albania,1994,female,35-54 years,2,342500,0.58,Albania1994,,1985673798,697,Boomers,Europe,5211661212.14,1859.05,3.5
69,Albania,1994,female,55-74 years,1,174600,0.57,Albania1994,,1985673798,697,Silent,Europe,5211661212.14,1859.05,3.5
70,Albania,1994,male,5-14 years,1,371800,0.27,Albania1994,,1985673798,697,Millenials,Europe,5211661212.14,1859.05,3.5
71,Albania,1994,female,5-14 years,0,344400,0.0,Albania1994,,1985673798,697,Millenials,Europe,5211661212.14,1859.05,3.5
72,Albania,1995,male,25-34 years,13,232900,5.58,Albania1995,0.619,2424499009,835,Generation X,Europe,5211661212.14,1859.05,3.5
73,Albania,1995,male,55-74 years,9,178000,5.06,Albania1995,0.619,2424499009,835,Silent,Europe,5211661212.14,1859.05,3.5
74,Albania,1995,female,75+ years,2,40800,4.9,Albania1995,0.619,2424499009,835,G.I. Generation,Europe,5211661212.14,1859.05,3.5
75,Albania,1995,female,15-24 years,13,283500,4.59,Albania1995,0.619,2424499009,835,Generation X,Europe,5211661212.14,1859.05,3.5
76,Albania,1995,male,15-24 years,11,241200,4.56,Albania1995,0.619,2424499009,835,Generation X,Europe,5211661212.14,1859.05,3.5
77,Albania,1995,male,75+ years,1,25100,3.98,Albania1995,0.619,2424499009,835,G.I. Generation,Europe,5211661212.14,1859.05,3.5
78,Albania,1995,male,35-54 years,14,375900,3.72,Albania1995,0.619,2424499009,835,Boomers,Europe,5211661212.14,1859.05,3.5
79,Albania,1995,female,25-34 years,7,264000,2.65,Albania1995,0.619,2424499009,835,Generation X,Europe,5211661212.14,1859.05,3.5
80,Albania,1995,female,35-54 years,8,356400,2.24,Albania1995,0.619,2424499009,835,Boomers,Europe,5211661212.14,1859.05,3.5
81,Albania,1995,male,5-14 years,6,376500,1.59,Albania1995,0.619,2424499009,835,Millenials,Europe,5211661212.14,1859.05,3.5
82,Albania,1995,female,55-74 years,2,180400,1.11,Albania1995,0.619,2424499009,835,Silent,Europe,5211661212.14,1859.05,3.5
83,Albania,1995,female,5-14 years,2,348700,0.57,Albania1995,0.619,2424499009,835,Millenials,Europe,5211661212.14,1859.05,3.5
84,Albania,1996,male,75+ years,2,25400,7.87,Albania1996,,3314898292,1127,G.I. Generation,Europe,5211661212.14,1859.05,3.5
85,Albania,1996,male,15-24 years,17,243600,6.98,Albania1996,,3314898292,1127,Generation X,Europe,5211661212.14,1859.05,3.5
86,Albania,1996,male,25-34 years,14,235300,5.95,Albania1996,,3314898292,1127,Generation X,Europe,5211661212.14,1859.05,3.5
87,Albania,1996,female,15-24 years,16,287700,5.56,Albania1996,,3314898292,1127,Generation X,Europe,5211661212.14,1859.05,3.5
88,Albania,1996,female,75+ years,2,41200,4.85,Albania1996,,3314898292,1127,G.I. Generation,Europe,5211661212.14,1859.05,3.5
89,Albania,1996,female,25-34 years,10,267900,3.73,Albania1996,,3314898292,1127,Generation X,Europe,5211661212.14,1859.05,3.5
90,Albania,1996,male,35-54 years,12,379600,3.16,Albania1996,,3314898292,1127,Boomers,Europe,5211661212.14,1859.05,3.5
91,Albania,1996,female,35-54 years,9,362000,2.49,Albania1996,,3314898292,1127,Boomers,Europe,5211661212.14,1859.05,3.5
92,Albania,1996,male,55-74 years,3,179900,1.67,Albania1996,,3314898292,1127,Silent,Europe,5211661212.14,1859.05,3.5
93,Albania,1996,female,55-74 years,1,183100,0.55,Albania1996,,3314898292,1127,Silent,Europe,5211661212.14,1859.05,3.5
94,Albania,1996,male,5-14 years,2,380400,0.53,Albania1996,,3314898292,1127,Millenials,Europe,5211661212.14,1859.05,3.5
95,Albania,1996,female,5-14 years,1,354100,0.28,Albania1996,,3314898292,1127,Millenials,Europe,5211661212.14,1859.05,3.5
96,Albania,1997,male,25-34 years,36,236000,15.25,Albania1997,,2359903108,793,Generation X,Europe,5211661212.14,1859.05,3.5
97,Albania,1997,male,15-24 years,33,244400,13.5,Albania1997,,2359903108,793,Generation X,Europe,5211661212.14,1859.05,3.5
98,Albania,1997,male,75+ years,3,25400,11.81,Albania1997,,2359903108,793,G.I. Generation,Europe,5211661212.14,1859.05,3.5
99,Albania,1997,male,35-54 years,30,380800,7.88,Albania1997,,2359903108,793,Boomers,Europe,5211661212.14,1859.05,3.5
100,Albania,1997,female,15-24 years,21,294000,7.14,Albania1997,,2359903108,793,Generation X,Europe,5211661212.14,1859.05,3.5
101,Albania,1997,male,55-74 years,12,180300,6.66,Albania1997,,2359903108,793,Silent,Europe,5211661212.14,1859.05,3.5
102,Albania,1997,female,25-34 years,16,273900,5.84,Albania1997,,2359903108,793,Generation X,Europe,5211661212.14,1859.05,3.5
103,Albania,1997,female,75+ years,2,42100,4.75,Albania1997,,2359903108,793,G.I. Generation,Europe,5211661212.14,1859.05,3.5
104,Albania,1997,female,35-54 years,7,370100,1.89,Albania1997,,2359903108,793,Boomers,Europe,5211661212.14,1859.05,3.5
105,Albania,1997,female,5-14 years,6,361800,1.66,Albania1997,,2359903108,793,Millenials,Europe,5211661212.14,1859.05,3.5
106,Albania,1997,male,5-14 years,4,381500,1.05,Albania1997,,2359903108,793,Millenials,Europe,5211661212.14,1859.05,3.5
107,Albania,1997,female,55-74 years,0,187000,0.0,Albania1997,,2359903108,793,Silent,Europe,5211661212.14,1859.05,3.5
108,Albania,1998,male,75+ years,3,25800,11.63,Albania1998,,2707123772,899,G.I. Generation,Europe,5211661212.14,1859.05,3.5
109,Albania,1998,male,15-24 years,27,248800,10.85,Albania1998,,2707123772,899,Generation X,Europe,5211661212.14,1859.05,3.5
110,Albania,1998,female,15-24 years,32,295600,10.83,Albania1998,,2707123772,899,Generation X,Europe,5211661212.14,1859.05,3.5
111,Albania,1998,male,25-34 years,26,240400,10.82,Albania1998,,2707123772,899,Generation X,Europe,5211661212.14,1859.05,3.5
112,Albania,1998,male,35-54 years,29,388200,7.47,Albania1998,,2707123772,899,Boomers,Europe,5211661212.14,1859.05,3.5
113,Albania,1998,male,55-74 years,9,183800,4.9,Albania1998,,2707123772,899,Silent,Europe,5211661212.14,1859.05,3.5
114,Albania,1998,female,25-34 years,10,275300,3.63,Albania1998,,2707123772,899,Generation X,Europe,5211661212.14,1859.05,3.5
115,Albania,1998,female,55-74 years,6,188200,3.19,Albania1998,,2707123772,899,Silent,Europe,5211661212.14,1859.05,3.5
116,Albania,1998,female,35-54 years,9,372100,2.42,Albania1998,,2707123772,899,Boomers,Europe,5211661212.14,1859.05,3.5
117,Albania,1998,male,5-14 years,2,388400,0.51,Albania1998,,2707123772,899,Millenials,Europe,5211661212.14,1859.05,3.5
118,Albania,1998,female,5-14 years,1,363800,0.27,Albania1998,,2707123772,899,Millenials,Europe,5211661212.14,1859.05,3.5
119,Albania,1998,female,75+ years,0,42300,0.0,Albania1998,,2707123772,899,G.I. Generation,Europe,5211661212.14,1859.05,3.5
120,Albania,1999,male,75+ years,3,25900,11.58,Albania1999,,3414760915,1127,G.I. Generation,Europe,5211661212.14,1859.05,3.5
121,Albania,1999,male,15-24 years,24,250600,9.58,Albania1999,,3414760915,1127,Generation X,Europe,5211661212.14,1859.05,3.5
122,Albania,1999,female,75+ years,4,42400,9.43,Albania1999,,3414760915,1127,G.I. Generation,Europe,5211661212.14,1859.05,3.5
123,Albania,1999,male,35-54 years,31,391100,7.93,Albania1999,,3414760915,1127,Boomers,Europe,5211661212.14,1859.05,3.5
124,Albania,1999,male,25-34 years,19,242300,7.84,Albania1999,,3414760915,1127,Generation X,Europe,5211661212.14,1859.05,3.5
125,Albania,1999,male,55-74 years,14,185200,7.56,Albania1999,,3414760915,1127,Silent,Europe,5211661212.14,1859.05,3.5
126,Albania,1999,female,15-24 years,19,296800,6.4,Albania1999,,3414760915,1127,Generation X,Europe,5211661212.14,1859.05,3.5
127,Albania,1999,female,25-34 years,13,276500,4.7,Albania1999,,3414760915,1127,Generation X,Europe,5211661212.14,1859.05,3.5
128,Albania,1999,female,55-74 years,6,188800,3.18,Albania1999,,3414760915,1127,Silent,Europe,5211661212.14,1859.05,3.5
129,Albania,1999,female,35-54 years,5,373600,1.34,Albania1999,,3414760915,1127,Boomers,Europe,5211661212.14,1859.05,3.5
130,Albania,1999,female,5-14 years,1,365200,0.27,Albania1999,,3414760915,1127,Millenials,Europe,5211661212.14,1859.05,3.5
131,Albania,1999,male,5-14 years,0,391300,0.0,Albania1999,,3414760915,1127,Millenials,Europe,5211661212.14,1859.05,3.5
132,Albania,2000,male,25-34 years,17,232000,7.33,Albania2000,0.6559999999999999,3632043908,1299,Generation X,Europe,5211661212.14,1859.05,3.5
133,Albania,2000,male,55-74 years,10,177400,5.64,Albania2000,0.6559999999999999,3632043908,1299,Silent,Europe,5211661212.14,1859.05,3.5
134,Albania,2000,female,75+ years,2,37800,5.29,Albania2000,0.6559999999999999,3632043908,1299,G.I. Generation,Europe,5211661212.14,1859.05,3.5
135,Albania,2000,male,75+ years,1,24900,4.02,Albania2000,0.6559999999999999,3632043908,1299,G.I. Generation,Europe,5211661212.14,1859.05,3.5
136,Albania,2000,female,15-24 years,6,263900,2.27,Albania2000,0.6559999999999999,3632043908,1299,Generation X,Europe,5211661212.14,1859.05,3.5
137,Albania,2000,male,15-24 years,5,240000,2.08,Albania2000,0.6559999999999999,3632043908,1299,Generation X,Europe,5211661212.14,1859.05,3.5
138,Albania,2000,female,35-54 years,5,332200,1.51,Albania2000,0.6559999999999999,3632043908,1299,Boomers,Europe,5211661212.14,1859.05,3.5
139,Albania,2000,female,25-34 years,3,245800,1.22,Albania2000,0.6559999999999999,3632043908,1299,Generation X,Europe,5211661212.14,1859.05,3.5
140,Albania,2000,male,35-54 years,4,374700,1.07,Albania2000,0.6559999999999999,3632043908,1299,Boomers,Europe,5211661212.14,1859.05,3.5
141,Albania,2000,male,5-14 years,1,374900,0.27,Albania2000,0.6559999999999999,3632043908,1299,Millenials,Europe,5211661212.14,1859.05,3.5
142,Albania,2000,female,5-14 years,0,324700,0.0,Albania2000,0.6559999999999999,3632043908,1299,Millenials,Europe,5211661212.14,1859.05,3.5
143,Albania,2000,female,55-74 years,0,168000,0.0,Albania2000,0.6559999999999999,3632043908,1299,Silent,Europe,5211661212.14,1859.05,3.5
144,Albania,2001,male,25-34 years,22,206484,10.65,Albania2001,,4060758804,1451,Generation X,Europe,5211661212.14,1859.05,3.5
145,Albania,2001,male,35-54 years,34,378826,8.98,Albania2001,,4060758804,1451,Boomers,Europe,5211661212.14,1859.05,3.5
146,Albania,2001,male,55-74 years,11,196670,5.59,Albania2001,,4060758804,1451,Silent,Europe,5211661212.14,1859.05,3.5
147,Albania,2001,female,75+ years,2,47254,4.23,Albania2001,,4060758804,1451,Silent,Europe,5211661212.14,1859.05,3.5
148,Albania,2001,male,15-24 years,10,256039,3.91,Albania2001,,4060758804,1451,Millenials,Europe,5211661212.14,1859.05,3.5
149,Albania,2001,female,15-24 years,9,271359,3.32,Albania2001,,4060758804,1451,Millenials,Europe,5211661212.14,1859.05,3.5
150,Albania,2001,female,35-54 years,12,370191,3.24,Albania2001,,4060758804,1451,Boomers,Europe,5211661212.14,1859.05,3.5
151,Albania,2001,male,75+ years,1,31044,3.22,Albania2001,,4060758804,1451,Silent,Europe,5211661212.14,1859.05,3.5
152,Albania,2001,female,55-74 years,6,189799,3.16,Albania2001,,4060758804,1451,Silent,Europe,5211661212.14,1859.05,3.5
153,Albania,2001,male,5-14 years,6,321556,1.87,Albania2001,,4060758804,1451,Millenials,Europe,5211661212.14,1859.05,3.5
154,Albania,2001,female,25-34 years,4,222771,1.8,Albania2001,,4060758804,1451,Generation X,Europe,5211661212.14,1859.05,3.5
155,Albania,2001,female,5-14 years,2,307356,0.65,Albania2001,,4060758804,1451,Millenials,Europe,5211661212.14,1859.05,3.5
156,Albania,2002,male,75+ years,4,31007,12.9,Albania2002,,4435078648,1573,Silent,Europe,5211661212.14,1859.05,3.5
157,Albania,2002,male,25-34 years,23,206286,11.15,Albania2002,,4435078648,1573,Generation X,Europe,5211661212.14,1859.05,3.5
158,Albania,2002,male,35-54 years,35,382139,9.16,Albania2002,,4435078648,1573,Boomers,Europe,5211661212.14,1859.05,3.5
159,Albania,2002,male,55-74 years,13,198130,6.56,Albania2002,,4435078648,1573,Silent,Europe,5211661212.14,1859.05,3.5
160,Albania,2002,male,15-24 years,15,263067,5.7,Albania2002,,4435078648,1573,Millenials,Europe,5211661212.14,1859.05,3.5
161,Albania,2002,female,15-24 years,14,275970,5.07,Albania2002,,4435078648,1573,Millenials,Europe,5211661212.14,1859.05,3.5
162,Albania,2002,female,35-54 years,15,375113,4.0,Albania2002,,4435078648,1573,Boomers,Europe,5211661212.14,1859.05,3.5
163,Albania,2002,female,25-34 years,7,223685,3.13,Albania2002,,4435078648,1573,Generation X,Europe,5211661212.14,1859.05,3.5
164,Albania,2002,female,75+ years,1,47407,2.11,Albania2002,,4435078648,1573,Silent,Europe,5211661212.14,1859.05,3.5
165,Albania,2002,female,55-74 years,4,191712,2.09,Albania2002,,4435078648,1573,Silent,Europe,5211661212.14,1859.05,3.5
166,Albania,2002,female,5-14 years,1,304850,0.33,Albania2002,,4435078648,1573,Millenials,Europe,5211661212.14,1859.05,3.5
167,Albania,2002,male,5-14 years,1,319473,0.31,Albania2002,,4435078648,1573,Millenials,Europe,5211661212.14,1859.05,3.5
168,Albania,2003,female,75+ years,6,49088,12.22,Albania2003,,5746945913,2021,Silent,Europe,5211661212.14,1859.05,3.5
169,Albania,2003,male,55-74 years,16,201520,7.94,Albania2003,,5746945913,2021,Silent,Europe,5211661212.14,1859.05,3.5
170,Albania,2003,male,35-54 years,28,386196,7.25,Albania2003,,5746945913,2021,Boomers,Europe,5211661212.14,1859.05,3.5
171,Albania,2003,male,15-24 years,15,273235,5.49,Albania2003,,5746945913,2021,Millenials,Europe,5211661212.14,1859.05,3.5
172,Albania,2003,female,15-24 years,14,283709,4.93,Albania2003,,5746945913,2021,Millenials,Europe,5211661212.14,1859.05,3.5
173,Albania,2003,female,55-74 years,9,195699,4.6,Albania2003,,5746945913,2021,Silent,Europe,5211661212.14,1859.05,3.5
174,Albania,2003,male,25-34 years,9,205433,4.38,Albania2003,,5746945913,2021,Generation X,Europe,5211661212.14,1859.05,3.5
175,Albania,2003,female,25-34 years,9,222941,4.04,Albania2003,,5746945913,2021,Generation X,Europe,5211661212.14,1859.05,3.5
176,Albania,2003,female,35-54 years,13,381760,3.41,Albania2003,,5746945913,2021,Boomers,Europe,5211661212.14,1859.05,3.5
177,Albania,2003,male,75+ years,1,32667,3.06,Albania2003,,5746945913,2021,Silent,Europe,5211661212.14,1859.05,3.5
178,Albania,2003,male,5-14 years,4,313204,1.28,Albania2003,,5746945913,2021,Millenials,Europe,5211661212.14,1859.05,3.5
179,Albania,2003,female,5-14 years,0,298477,0.0,Albania2003,,5746945913,2021,Millenials,Europe,5211661212.14,1859.05,3.5
180,Albania,2004,male,75+ years,4,35526,11.26,Albania2004,,7314865176,2544,Silent,Europe,5211661212.14,1859.05,3.5
181,Albania,2004,male,35-54 years,39,391767,9.95,Albania2004,,7314865176,2544,Boomers,Europe,5211661212.14,1859.05,3.5
182,Albania,2004,male,25-34 years,16,203938,7.85,Albania2004,,7314865176,2544,Generation X,Europe,5211661212.14,1859.05,3.5
183,Albania,2004,female,15-24 years,20,292268,6.84,Albania2004,,7314865176,2544,Millenials,Europe,5211661212.14,1859.05,3.5
184,Albania,2004,male,15-24 years,19,286768,6.63,Albania2004,,7314865176,2544,Millenials,Europe,5211661212.14,1859.05,3.5
185,Albania,2004,female,75+ years,3,50970,5.89,Albania2004,,7314865176,2544,Silent,Europe,5211661212.14,1859.05,3.5
186,Albania,2004,female,25-34 years,11,222389,4.95,Albania2004,,7314865176,2544,Generation X,Europe,5211661212.14,1859.05,3.5
187,Albania,2004,male,55-74 years,10,207202,4.83,Albania2004,,7314865176,2544,Silent,Europe,5211661212.14,1859.05,3.5
188,Albania,2004,female,35-54 years,17,391436,4.34,Albania2004,,7314865176,2544,Boomers,Europe,5211661212.14,1859.05,3.5
189,Albania,2004,female,55-74 years,3,203841,1.47,Albania2004,,7314865176,2544,Silent,Europe,5211661212.14,1859.05,3.5
190,Albania,2004,female,5-14 years,3,286705,1.05,Albania2004,,7314865176,2544,Millenials,Europe,5211661212.14,1859.05,3.5
191,Albania,2004,male,5-14 years,1,302181,0.33,Albania2004,,7314865176,2544,Millenials,Europe,5211661212.14,1859.05,3.5
192,Albania,2005,female,15-24 years,0,281922,0.0,Albania2005,0.695,8158548717,2931,Millenials,Europe,5211661212.14,1859.05,3.5
193,Albania,2005,female,25-34 years,0,190745,0.0,Albania2005,0.695,8158548717,2931,Generation X,Europe,5211661212.14,1859.05,3.5
194,Albania,2005,female,35-54 years,0,386513,0.0,Albania2005,0.695,8158548717,2931,Boomers,Europe,5211661212.14,1859.05,3.5
195,Albania,2005,female,5-14 years,0,276559,0.0,Albania2005,0.695,8158548717,2931,Millenials,Europe,5211661212.14,1859.05,3.5
196,Albania,2005,female,55-74 years,0,210998,0.0,Albania2005,0.695,8158548717,2931,Silent,Europe,5211661212.14,1859.05,3.5
197,Albania,2005,female,75+ years,0,53191,0.0,Albania2005,0.695,8158548717,2931,Silent,Europe,5211661212.14,1859.05,3.5
198,Albania,2005,male,15-24 years,0,281675,0.0,Albania2005,0.695,8158548717,2931,Millenials,Europe,5211661212.14,1859.05,3.5
199,Albania,2005,male,25-34 years,0,177519,0.0,Albania2005,0.695,8158548717,2931,Generation X,Europe,5211661212.14,1859.05,3.5
200,Albania,2005,male,35-54 years,0,380242,0.0,Albania2005,0.695,8158548717,2931,Boomers,Europe,5211661212.14,1859.05,3.5
201,Albania,2005,male,5-14 years,0,291367,0.0,Albania2005,0.695,8158548717,2931,Millenials,Europe,5211661212.14,1859.05,3.5
202,Albania,2005,male,55-74 years,0,214118,0.0,Albania2005,0.695,8158548717,2931,Silent,Europe,5211661212.14,1859.05,3.5
203,Albania,2005,male,75+ years,0,38471,0.0,Albania2005,0.695,8158548717,2931,Silent,Europe,5211661212.14,1859.05,3.5
204,Albania,2006,female,15-24 years,0,283138,0.0,Albania2006,,8992642349,3235,Millenials,Europe,5211661212.14,1859.05,3.5
205,Albania,2006,female,25-34 years,0,186391,0.0,Albania2006,,8992642349,3235,Generation X,Europe,5211661212.14,1859.05,3.5
206,Albania,2006,female,35-54 years,0,388746,0.0,Albania2006,,8992642349,3235,Boomers,Europe,5211661212.14,1859.05,3.5
207,Albania,2006,female,5-14 years,0,267316,0.0,Albania2006,,8992642349,3235,Millenials,Europe,5211661212.14,1859.05,3.5
